Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card,Coffee Type,Roast Type,Size,Unit Price,Price per 100g,Profit,Month,Year,Day,Cost,Profit Margin %,Total Sales,Total Profit,Size Category
FYQ-78248-319,2022-06-07,25473-43727-BY,R-M-2.5,5,Llywellyn Oscroft,loscroftf@ebay.co.uk,Missing,022 Roth Place,Philadelphia,United States,19172,No,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,June,2022,Tuesday,21.511899999999997,6.0,114.42499999999998,6.865499999999999,Large
VAU-44387-624,2019-03-20,99643-51048-IQ,A-M-0.2,6,Minni Alabaster,malabasterg@hexun.com,+1 (971) 483-6255,3 Charing Cross Trail,Portland,United States,97271,No,Ara,M,0.2,3.375,1.6875,0.30374999999999996,March,2019,Wednesday,3.07125,8.999999999999998,20.25,1.8224999999999998,Small
RDW-33155-159,2019-10-19,62173-15287-CU,A-L-1,6,Rhianon Broxup,rbroxuph@jimdo.com,+1 (713) 663-1338,83517 Thierer Court,Houston,United States,77240,No,Ara,L,1.0,12.95,1.295,1.1655,October,2019,Saturday,11.7845,9.0,77.69999999999999,6.993,Large
TDZ-59011-211,2019-06-13,57611-05522-ST,R-D-2.5,4,Pall Redford,predfordi@ow.ly,Missing,7337 Hayes Junction,Caherconlish,Ireland,F45,Yes,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,June,2019,Thursday,19.349899999999998,6.000000000000001,82.33999999999999,4.9403999999999995,Large
IDU-25793-399,2020-12-04,76664-37050-DT,A-M-0.2,5,Aurea Corradino,acorradinoj@harvard.edu,+1 (646) 202-5965,698 Canary Terrace,New York City,United States,10060,Yes,Ara,M,0.2,3.375,1.6875,0.30374999999999996,December,2020,Friday,3.07125,8.999999999999998,16.875,1.5187499999999998,Small
IDU-25793-399,2020-12-04,76664-37050-DT,E-D-0.2,4,Aurea Corradino,acorradinoj@harvard.edu,+1 (646) 202-5965,698 Canary Terrace,New York City,United States,10060,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003,December,2020,Friday,3.24405,11.0,14.58,1.6038000000000001,Small
NUO-20013-488,2020-12-04,03090-88267-BQ,A-D-0.2,6,Avrit Davidowsky,adavidowskyl@netvibes.com,+1 (616) 481-9962,9 Warrior Junction,Grand Rapids,United States,49560,No,Ara,D,0.2,2.985,1.4925,0.26865,December,2020,Friday,2.71635,9.000000000000002,17.91,1.6118999999999999,Small
UQU-65630-479,2021-01-22,37651-47492-NC,R-M-2.5,4,Annabel Antuk,aantukm@kickstarter.com,+1 (941) 740-6268,77965 Lawn Park,Punta Gorda,United States,33982,Yes,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,January,2021,Friday,21.511899999999997,6.0,91.53999999999999,5.492399999999999,Large
FEO-11834-332,2022-02-11,95399-57205-HI,A-D-0.2,4,Iorgo Kleinert,ikleinertn@timesonline.co.uk,+1 (360) 352-6598,1 Morningstar Lane,Vancouver,United States,98682,Yes,Ara,D,0.2,2.985,1.4925,0.26865,February,2022,Friday,2.71635,9.000000000000002,11.94,1.0746,Small
TKY-71558-096,2021-09-15,24010-66714-HW,A-M-1,1,Chrisy Blofeld,cblofeldo@amazon.co.uk,+1 (303) 936-3357,013 Talisman Terrace,Englewood,United States,80150,No,Ara,M,1.0,11.25,1.125,1.0125,September,2021,Wednesday,10.2375,9.0,11.25,1.0125,Large
OXY-65322-253,2020-10-24,07591-92789-UA,E-M-0.2,3,Culley Farris,Missing,+1 (941) 267-4822,4 Mitchell Drive,Punta Gorda,United States,33982,Yes,Exc,M,0.2,4.125,2.0625,0.45375,October,2020,Saturday,3.67125,11.0,12.375,1.36125,Small
EVP-43500-491,2019-02-20,49231-44455-IC,A-M-0.5,4,Selene Shales,sshalesq@umich.edu,+1 (707) 881-5004,74 Bultman Plaza,Petaluma,United States,94975,Yes,Ara,M,0.5,6.75,1.35,0.6074999999999999,February,2019,Wednesday,6.1425,8.999999999999998,27.0,2.4299999999999997,Medium
WAG-26945-689,2019-10-08,50124-88608-EO,A-M-0.2,5,Vivie Danneil,vdanneilr@mtv.com,+353 (751) 346-0399,5626 Darwin Avenue,Tralee,Ireland,V92,No,Ara,M,0.2,3.375,1.6875,0.30374999999999996,October,2019,Tuesday,3.07125,8.999999999999998,16.875,1.5187499999999998,Small
CHE-78995-767,2022-08-02,00888-74814-UZ,A-D-0.5,3,Theresita Newbury,tnewburys@usda.gov,+353 (803) 587-0026,79526 Bultman Lane,Clonskeagh,Ireland,D04,No,Ara,D,0.5,5.97,1.194,0.5373,August,2022,Tuesday,5.4327,9.000000000000002,17.91,1.6118999999999999,Medium
RYZ-14633-602,2019-02-20,14158-30713-OB,A-D-1,4,Mozelle Calcutt,mcalcuttt@baidu.com,+353 (928) 869-1762,4389 Russell Way,Rathwire,Ireland,Y25,Yes,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999,February,2019,Wednesday,9.054499999999999,9.0,39.8,3.5819999999999994,Large
WOQ-36015-429,2021-09-25,51427-89175-QJ,L-M-0.2,5,Adrian Swaine,Missing,+1 (303) 486-9517,95 Straubel Hill,Aurora,United States,80044,No,Lib,M,0.2,4.365,2.1825,0.56745,September,2021,Saturday,3.79755,13.0,21.825000000000003,2.83725,Small
WOQ-36015-429,2021-09-25,51427-89175-QJ,A-D-0.5,6,Adrian Swaine,Missing,+1 (303) 486-9517,95 Straubel Hill,Aurora,United States,80044,No,Ara,D,0.5,5.97,1.194,0.5373,September,2021,Saturday,5.4327,9.000000000000002,35.82,3.2237999999999998,Medium
WOQ-36015-429,2021-09-25,51427-89175-QJ,L-M-0.5,6,Adrian Swaine,Missing,+1 (303) 486-9517,95 Straubel Hill,Aurora,United States,80044,No,Lib,M,0.5,8.73,1.746,1.1349,September,2021,Saturday,7.5951,13.0,52.38,6.8094,Medium
SCT-60553-454,2021-07-17,39123-12846-YJ,L-L-0.2,5,Gallard Gatheral,ggatheralx@123-reg.co.uk,Missing,40 Clemons Place,Grand Forks,United States,58207,No,Lib,L,0.2,4.755,2.3775,0.61815,July,2021,Saturday,4.13685,13.0,23.775,3.09075,Small
GFK-52063-244,2020-06-29,44981-99666-XB,L-L-0.5,6,Una Welberry,uwelberryy@ebay.co.uk,+44 (392) 503-8132,40915 Schlimgen Park,Upton,United Kingdom,DN21,Yes,Lib,L,0.5,9.51,1.902,1.2363,June,2020,Monday,8.2737,13.0,57.06,7.4178,Medium
AMM-79521-378,2021-06-01,24825-51803-CQ,A-D-0.5,6,Faber Eilhart,feilhartz@who.int,+1 (304) 510-6095,6966 Victoria Street,Charleston,United States,25362,No,Ara,D,0.5,5.97,1.194,0.5373,June,2021,Tuesday,5.4327,9.000000000000002,35.82,3.2237999999999998,Medium
QUQ-90580-772,2021-02-06,77634-13918-GJ,L-M-0.2,2,Zorina Ponting,zponting10@altervista.org,+1 (501) 172-1476,7118 Holmberg Court,Little Rock,United States,72204,No,Lib,M,0.2,4.365,2.1825,0.56745,February,2021,Saturday,3.79755,13.0,8.73,1.1349,Small
LGD-24408-274,2019-04-25,13694-25001-LX,L-L-0.5,3,Silvio Strase,sstrase11@booking.com,+1 (303) 579-8015,5 Forest Lane,Denver,United States,80291,No,Lib,L,0.5,9.51,1.902,1.2363,April,2019,Thursday,8.2737,13.0,28.53,3.7089,Medium
HCT-95608-959,2020-04-25,08523-01791-TI,R-M-2.5,5,Dorie de la Tremoille,dde12@unesco.org,+1 (612) 492-5160,0817 Dennis Street,Minneapolis,United States,55458,No,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,April,2020,Saturday,21.511899999999997,6.0,114.42499999999998,6.865499999999999,Large
OFX-99147-470,2021-11-24,49860-68865-AB,R-M-1,6,Hy Zanetto,Missing,Missing,469 Paget Place,Tucson,United States,85715,Yes,Rob,M,1.0,9.95,0.9949999999999999,0.597,November,2021,Wednesday,9.353,6.000000000000001,59.699999999999996,3.582,Large
LUO-37559-016,2021-04-19,21240-83132-SP,L-M-1,3,Jessica McNess,Missing,+1 (504) 545-1478,664 Erie Place,New Orleans,United States,70116,No,Lib,M,1.0,14.55,1.455,1.8915000000000002,April,2021,Monday,12.6585,13.0,43.650000000000006,5.6745,Large
XWC-20610-167,2022-07-07,08350-81623-TF,E-D-0.2,2,Lorenzo Yeoland,lyeoland15@pbs.org,+1 (860) 576-2887,8510 Merrick Road,Hartford,United States,6183,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003,July,2022,Thursday,3.24405,11.0,7.29,0.8019000000000001,Small
GPU-79113-136,2019-05-22,73284-01385-SJ,R-D-0.2,3,Abigail Tolworthy,atolworthy16@toplist.cz,+1 (801) 722-4425,74 Shopko Way,Ogden,United States,84409,Yes,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997,May,2019,Wednesday,2.5239,6.0,8.055,0.4832999999999999,Small
ULR-52653-960,2021-10-04,04152-34436-IE,L-L-2.5,2,Maurie Bartol,Missing,+1 (617) 493-7594,7625 Starling Court,Boston,United States,2216,No,Lib,L,2.5,36.455,1.4582,4.7391499999999995,October,2021,Monday,31.71585,13.0,72.91,9.478299999999999,Large
HPI-42308-142,2020-04-11,06631-86965-XP,E-M-0.5,2,Olag Baudassi,obaudassi18@seesaa.net,+1 (585) 356-6251,55 Dottie Court,Rochester,United States,14604,Yes,Exc,M,0.5,8.25,1.65,0.9075,April,2020,Saturday,7.3425,11.0,16.5,1.815,Medium
XHI-30227-581,2022-01-31,54619-08558-ZU,L-D-2.5,6,Petey Kingsbury,pkingsbury19@comcast.net,+1 (917) 705-8224,28 Loftsgordon Place,Bronx,United States,10469,No,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998,January,2022,Monday,25.912949999999995,13.0,178.70999999999998,23.2323,Large
DJH-05202-380,2019-11-07,85589-17020-CX,E-M-2.5,2,Donna Baskeyfied,Missing,+1 (205) 923-1460,7586 Logan Avenue,Birmingham,United States,35205,Yes,Exc,M,2.5,31.624999999999996,1.265,3.47875,November,2019,Thursday,28.146249999999995,11.0,63.24999999999999,6.9575,Large
VMW-26889-781,2019-06-28,36078-91009-WU,A-L-0.2,2,Arda Curley,acurley1b@hao123.com,+1 (760) 840-3808,45098 Scott Drive,San Bernardino,United States,92415,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996,June,2019,Friday,3.5353499999999998,9.0,7.77,0.6992999999999999,Small
DBU-81099-586,2020-09-11,15770-27099-GX,A-D-2.5,4,Raynor McGilvary,rmcgilvary1c@tamu.edu,Missing,496 Rockefeller Court,Norfolk,United States,23514,No,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995,September,2020,Friday,20.82535,8.999999999999998,91.53999999999999,8.238599999999998,Large
PQA-54820-810,2022-08-17,91460-04823-BX,A-L-1,3,Isis Pikett,ipikett1d@xinhuanet.com,+1 (202) 871-9039,5892 Hauk Drive,Washington,United States,20409,No,Ara,L,1.0,12.95,1.295,1.1655,August,2022,Wednesday,11.7845,9.0,38.849999999999994,3.4965,Large
XKB-41924-202,2022-08-19,45089-52817-WN,L-D-0.5,2,Inger Bouldon,ibouldon1e@gizmodo.com,+1 (754) 391-4736,925 Barby Circle,Fort Lauderdale,United States,33355,No,Lib,D,0.5,7.77,1.5539999999999998,1.0101,August,2022,Friday,6.7599,13.0,15.54,2.0202,Medium
DWZ-69106-473,2019-05-15,76447-50326-IC,L-L-2.5,4,Karry Flanders,kflanders1f@over-blog.com,+353 (467) 720-7274,88 Blue Bill Park Avenue,Crumlin,Ireland,D6W,Yes,Lib,L,2.5,36.455,1.4582,4.7391499999999995,May,2019,Wednesday,31.71585,13.0,145.82,18.956599999999998,Large
YHV-68700-050,2019-09-11,26333-67911-OL,R-M-0.5,5,Hartley Mattioli,hmattioli1g@webmd.com,Missing,126 Valley Edge Street,Kinloch,United Kingdom,PH43,No,Rob,M,0.5,5.97,1.194,0.35819999999999996,September,2019,Wednesday,5.6118,6.0,29.849999999999998,1.791,Medium
YHV-68700-050,2019-09-11,26333-67911-OL,L-L-2.5,2,Hartley Mattioli,hmattioli1g@webmd.com,Missing,126 Valley Edge Street,Kinloch,United Kingdom,PH43,No,Lib,L,2.5,36.455,1.4582,4.7391499999999995,September,2019,Wednesday,31.71585,13.0,72.91,9.478299999999999,Large
KRB-88066-642,2021-03-16,22107-86640-SB,L-M-1,5,Archambault Gillard,agillard1i@issuu.com,+1 (419) 663-2236,97490 Susan Avenue,Toledo,United States,43666,No,Lib,M,1.0,14.55,1.455,1.8915000000000002,March,2021,Tuesday,12.6585,13.0,72.75,9.457500000000001,Large
LQU-08404-173,2020-12-03,09960-34242-LZ,L-L-1,3,Salomo Cushworth,Missing,+1 (609) 409-7044,44 Oneill Parkway,Trenton,United States,8650,No,Lib,L,1.0,15.85,1.585,2.0605,December,2020,Thursday,13.7895,13.0,47.55,6.181500000000001,Large
CWK-60159-881,2020-01-27,04671-85591-RT,E-D-0.2,3,Theda Grizard,tgrizard1k@odnoklassniki.ru,+1 (813) 243-2150,6 Knutson Pass,Tampa,United States,33686,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003,January,2020,Monday,3.24405,11.0,10.935,1.2028500000000002,Small
EEG-74197-843,2022-07-17,25729-68859-UA,E-L-1,4,Rozele Relton,rrelton1l@stanford.edu,+1 (850) 626-1181,2484 Reindahl Court,Pensacola,United States,32590,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335,July,2022,Sunday,13.2165,11.0,59.4,6.534,Large
UCZ-59708-525,2022-03-04,05501-86351-NX,L-D-2.5,3,Willa Rolling,Missing,+1 (813) 759-3534,3 Mockingbird Plaza,Zephyrhills,United States,33543,Yes,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998,March,2022,Friday,25.912949999999995,13.0,89.35499999999999,11.61615,Large
HUB-47311-849,2021-12-07,04521-04300-OK,L-M-0.5,3,Stanislaus Gilroy,sgilroy1n@eepurl.com,Missing,9120 Harbort Terrace,Saint Paul,United States,55123,Yes,Lib,M,0.5,8.73,1.746,1.1349,December,2021,Tuesday,7.5951,13.0,26.19,3.4047,Medium
WYM-17686-694,2021-02-25,58689-55264-VK,A-D-2.5,5,Correy Cottingham,ccottingham1o@wikipedia.org,+1 (260) 764-1820,394 Logan Road,Fort Wayne,United States,46862,No,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995,February,2021,Thursday,20.82535,8.999999999999998,114.42499999999998,10.298249999999998,Large
ZYQ-15797-695,2019-02-25,79436-73011-MM,R-D-0.5,5,Pammi Endacott,Missing,+44 (177) 260-5076,5841 Atwood Lane,Wootton,United Kingdom,NN4,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,February,2019,Monday,5.0478,6.0,26.849999999999994,1.6109999999999998,Medium
EEJ-16185-108,2019-02-09,65552-60476-KY,L-L-0.2,5,Nona Linklater,Missing,+1 (239) 347-9766,856 Bonner Parkway,Naples,United States,34114,Yes,Lib,L,0.2,4.755,2.3775,0.61815,February,2019,Saturday,4.13685,13.0,23.775,3.09075,Small
RWR-77888-800,2020-02-07,69904-02729-YS,A-M-0.5,1,Annadiane Dykes,adykes1r@eventbrite.com,+1 (312) 111-6203,31 Northport Terrace,Chicago,United States,60681,No,Ara,M,0.5,6.75,1.35,0.6074999999999999,February,2020,Friday,6.1425,8.999999999999998,6.75,0.6074999999999999,Medium
LHN-75209-742,2020-03-23,01433-04270-AX,R-M-0.5,6,Felecia Dodgson,Missing,+1 (973) 434-8662,48053 8th Crossing,Newark,United States,7104,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996,March,2020,Monday,5.6118,6.0,35.82,2.1491999999999996,Medium
TIR-71396-998,2022-03-06,14204-14186-LA,R-D-2.5,4,Angelia Cockrem,acockrem1t@engadget.com,+1 (571) 316-8217,1 Sherman Alley,Vienna,United States,22184,Yes,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,March,2022,Sunday,19.349899999999998,6.000000000000001,82.33999999999999,4.9403999999999995,Large
RXF-37618-213,2022-04-15,32948-34398-HC,R-L-0.5,1,Belvia Umpleby,bumpleby1u@soundcloud.com,+1 (682) 627-0888,710 Prairie Rose Terrace,Fort Worth,United States,76178,Yes,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999,April,2022,Friday,6.739799999999999,6.0,7.169999999999999,0.4301999999999999,Medium
ANM-16388-634,2021-11-19,77343-52608-FF,L-L-0.2,2,Nat Saleway,nsaleway1v@dedecms.com,+1 (323) 473-0294,0780 Anthes Plaza,Burbank,United States,91505,No,Lib,L,0.2,4.755,2.3775,0.61815,November,2021,Friday,4.13685,13.0,9.51,1.2363,Small
WYL-29300-070,2019-10-16,42770-36274-QA,R-M-0.2,1,Hayward Goulter,hgoulter1w@abc.net.au,+1 (423) 764-7751,2081 Mariners Cove Drive,Kingsport,United States,37665,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998,October,2019,Wednesday,2.8059,6.0,2.985,0.17909999999999998,Small
JHW-74554-805,2019-11-26,14103-58987-ZU,R-M-1,6,Gay Rizzello,grizzello1x@symantec.com,+44 (247) 225-8003,21 Schmedeman Crossing,Liverpool,United Kingdom,L33,Yes,Rob,M,1.0,9.95,0.9949999999999999,0.597,November,2019,Tuesday,9.353,6.000000000000001,59.699999999999996,3.582,Large
KYS-27063-603,2019-06-30,69958-32065-SW,E-L-2.5,4,Shannon List,slist1y@mapquest.com,+1 (614) 279-9816,7123 Algoma Center,Columbus,United States,43231,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,June,2019,Sunday,30.397949999999994,11.0,136.61999999999998,15.028199999999998,Large
GAZ-58626-277,2021-01-04,69533-84907-FA,L-L-0.2,2,Shirlene Edmondson,sedmondson1z@theguardian.com,+353 (248) 428-7978,4752 International Point,Newmarket on Fergus,Ireland,P17,No,Lib,L,0.2,4.755,2.3775,0.61815,January,2021,Monday,4.13685,13.0,9.51,1.2363,Small
RPJ-37787-335,2020-10-27,76005-95461-CI,A-M-2.5,3,Aurlie McCarl,Missing,+1 (504) 209-2724,731 David Park,New Orleans,United States,70183,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,October,2020,Tuesday,23.546249999999997,9.0,77.62499999999999,6.986249999999998,Large
LEF-83057-763,2021-06-15,15395-90855-VB,L-M-0.2,5,Alikee Carryer,Missing,+1 (704) 799-5219,247 Helena Drive,Charlotte,United States,28230,Yes,Lib,M,0.2,4.365,2.1825,0.56745,June,2021,Tuesday,3.79755,13.0,21.825000000000003,2.83725,Small
RPW-36123-215,2021-07-19,80640-45811-LB,E-L-0.5,2,Jennifer Rangall,jrangall22@newsvine.com,+1 (781) 512-6637,0 Grasskamp Lane,Springfield,United States,1114,Yes,Exc,L,0.5,8.91,1.782,0.9801,July,2021,Monday,7.9299,11.0,17.82,1.9602,Medium
WLL-59044-117,2021-07-23,28476-04082-GR,R-D-1,6,Kipper Boorn,kboorn23@ezinearticles.com,+353 (359) 134-1550,9513 Meadow Ridge Parkway,Listowel,Ireland,V31,Yes,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999,July,2021,Friday,8.413,6.0,53.699999999999996,3.2219999999999995,Large
AWT-22827-563,2020-01-25,12018-75670-EU,R-L-0.2,1,Melania Beadle,Missing,+353 (569) 458-9673,4418 Quincy Terrace,Moycullen,Ireland,A41,Yes,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996,January,2020,Saturday,3.3698999999999995,6.0,3.5849999999999995,0.21509999999999996,Small
QLM-07145-668,2019-05-09,86437-17399-FK,E-D-0.2,2,Colene Elgey,celgey25@webs.com,+1 (432) 261-0702,45 Marcy Crossing,Midland,United States,79705,No,Exc,D,0.2,3.645,1.8225,0.40095000000000003,May,2019,Thursday,3.24405,11.0,7.29,0.8019000000000001,Small
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,Lothaire Mizzi,lmizzi26@rakuten.co.jp,+1 (214) 719-8530,74 Atwood Lane,Dallas,United States,75323,Yes,Ara,M,0.5,6.75,1.35,0.6074999999999999,March,2020,Monday,6.1425,8.999999999999998,40.5,3.6449999999999996,Medium
WRT-40778-247,2022-03-13,54810-81899-HL,R-L-1,4,Cletis Giacomazzo,cgiacomazzo27@jigsy.com,+1 (571) 703-2064,817 Ridgeway Hill,Dulles,United States,20189,No,Rob,L,1.0,11.95,1.1949999999999998,0.717,March,2022,Sunday,11.232999999999999,6.0,47.8,2.868,Large
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,5,Ami Arnow,aarnow28@arizona.edu,+1 (650) 238-1964,12 Oakridge Court,Oakland,United States,94627,Yes,Ara,L,0.5,7.77,1.5539999999999998,0.6992999999999999,April,2019,Wednesday,7.0706999999999995,9.0,38.849999999999994,3.4964999999999997,Medium
CQM-49696-263,2019-10-25,76534-45229-SG,L-L-2.5,3,Sheppard Yann,syann29@senate.gov,+1 (719) 803-5276,4 Farmco Place,Colorado Springs,United States,80930,Yes,Lib,L,2.5,36.455,1.4582,4.7391499999999995,October,2019,Friday,31.71585,13.0,109.365,14.21745,Large
KXN-85094-246,2019-09-13,81744-27332-RR,L-M-2.5,3,Bunny Naulls,bnaulls2a@tiny.cc,+353 (809) 128-0755,595 Melby Avenue,Adare,Ireland,H54,Yes,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995,September,2019,Friday,29.114549999999998,13.0,100.39499999999998,13.05135,Large
XOQ-12405-419,2020-04-12,91513-75657-PH,R-D-2.5,4,Hally Lorait,Missing,+1 (716) 869-3749,80 Jana Avenue,Buffalo,United States,14205,Yes,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,April,2020,Sunday,19.349899999999998,6.000000000000001,82.33999999999999,4.9403999999999995,Large
HYF-10254-369,2019-11-14,30373-66619-CB,L-L-0.5,1,Zaccaria Sherewood,zsherewood2c@apache.org,+1 (209) 433-7924,1325 Jay Terrace,Fresno,United States,93715,No,Lib,L,0.5,9.51,1.902,1.2363,November,2019,Thursday,8.2737,13.0,9.51,1.2363,Medium
XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3,Jeffrey Dufaire,jdufaire2d@fc2.com,Missing,8 Buell Junction,Fort Worth,United States,76121,No,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995,July,2019,Thursday,27.104349999999997,9.0,89.35499999999999,8.041949999999998,Large
XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4,Jeffrey Dufaire,jdufaire2d@fc2.com,Missing,8 Buell Junction,Fort Worth,United States,76121,No,Ara,D,0.2,2.985,1.4925,0.26865,July,2019,Thursday,2.71635,9.000000000000002,11.94,1.0746,Small
